"species_id","phenophase_id","common_name","phenophase_description","intensity_value","site_name","elevation_in_meters","elev_bands","tmin_winter","tmin_spring","tmax_winter","tmax_spring","daylength","individual_id","year","day_of_year"
1172,483,"yellow buckeye","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,43891,75740,2010,259
1172,182,"yellow buckeye","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,43891,75741,2010,259
1172,371,"yellow buckeye","Breaking leaf buds","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,43891,75741,2010,259
1172,483,"yellow buckeye","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,43891,75741,2010,259
1172,182,"yellow buckeye","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,43891,75742,2010,259
1172,371,"yellow buckeye","Breaking leaf buds","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,43891,75742,2010,259
1172,483,"yellow buckeye","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,43891,75742,2010,259
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33191,2010,263
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33191,2010,263
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33192,2010,263
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33192,2010,263
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33193,2010,263
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33193,2010,263
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33195,2010,263
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33195,2010,263
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33197,2010,263
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Falls Trail",444,"<800m",-3.6,7.28,6.08,20.48,43200,33197,2010,263
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33136,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33136,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33138,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33138,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33139,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33139,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33140,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33140,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33141,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33141,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33142,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33142,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33145,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33145,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33146,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33146,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33148,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33148,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33151,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33151,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33153,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33153,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33156,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33156,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33157,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33157,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33158,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33158,2010,273
100,182,"white oak","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33160,2010,273
100,483,"white oak","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,33160,2010,273
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75569,2010,273
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75569,2010,273
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75570,2010,273
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75570,2010,273
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75571,2010,273
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75571,2010,273
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75572,2010,273
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75572,2010,273
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75573,2010,273
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75573,2010,273
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75574,2010,273
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Lumber Ridge",512,"<800m",-3.6,7.28,6.08,20.48,41818,75574,2010,273
98,182,"sweet birch","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33166,2010,273
98,483,"sweet birch","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33166,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33169,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33169,2010,273
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33170,2010,273
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33170,2010,273
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33172,2010,273
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33172,2010,273
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33175,2010,273
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33175,2010,273
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33176,2010,273
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33176,2010,273
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33179,2010,273
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33179,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33180,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33180,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33181,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33181,2010,273
98,182,"sweet birch","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33182,2010,273
98,483,"sweet birch","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33182,2010,273
79,182,"American beech","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33184,2010,273
79,483,"American beech","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33184,2010,273
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33185,2010,273
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,33185,2010,273
1172,182,"yellow buckeye","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,75737,2010,273
1172,483,"yellow buckeye","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,75737,2010,273
1172,483,"yellow buckeye","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,75738,2010,273
1172,483,"yellow buckeye","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,75833,2010,273
1172,182,"yellow buckeye","All leaves colored (deciduous)","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,75834,2010,273
1172,371,"yellow buckeye","Breaking leaf buds","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,75834,2010,273
1172,483,"yellow buckeye","Leaves","-9999","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,41818,75834,2010,273
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33200,2010,276
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33200,2010,276
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33205,2010,276
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33205,2010,276
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33206,2010,276
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33206,2010,276
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33208,2010,276
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33208,2010,276
98,182,"sweet birch","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33209,2010,276
98,483,"sweet birch","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33209,2010,276
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33211,2010,276
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33211,2010,276
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33212,2010,276
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Cemetery",435,"<800m",-3.6,7.28,6.08,20.48,41472,33212,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,29315,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,29315,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,29315,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,29315,2010,276
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32898,2010,276
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32898,2010,276
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32899,2010,276
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32899,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32900,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32900,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32901,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32901,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32930,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32930,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32930,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,32930,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33104,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33104,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33105,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33105,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33107,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33107,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33108,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33108,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33110,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33110,2010,276
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33111,2010,276
3,483,"red maple","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33111,2010,276
100,182,"white oak","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33112,2010,276
100,483,"white oak","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33112,2010,276
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33117,2010,276
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33117,2010,276
823,182,"American hornbeam","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33122,2010,276
823,483,"American hornbeam","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33122,2010,276
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33123,2010,276
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,33123,2010,276
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,75418,2010,276
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,75418,2010,276
1187,182,"sourwood","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,107337,2010,276
1187,483,"sourwood","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,41472,107337,2010,276
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33251,2010,288
3,483,"red maple","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33251,2010,288
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33252,2010,288
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33252,2010,288
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33253,2010,288
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33253,2010,288
61,182,"sugar maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33255,2010,288
61,483,"sugar maple","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33255,2010,288
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33256,2010,288
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33256,2010,288
98,182,"sweet birch","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33257,2010,288
98,483,"sweet birch","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33257,2010,288
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,39744,33116,2010,288
82,371,"tuliptree","Breaking leaf buds","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,39744,33116,2010,288
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-Nature Trail",405,"<800m",-3.6,7.28,6.08,20.48,39744,33116,2010,288
3,182,"red maple","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33260,2010,288
3,483,"red maple","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33260,2010,288
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33262,2010,288
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33262,2010,288
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33245,2010,288
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33245,2010,288
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33263,2010,288
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33263,2010,288
82,182,"tuliptree","All leaves colored (deciduous)","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33264,2010,288
82,483,"tuliptree","Leaves","-9999","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,39744,33264,2010,288
